"Notes"	"County"	"County Code"	"Daily Max Heat Index (C)"	"Daily Max Heat Index (C) Code"	Avg Daily Max Heat Index (C)
	"West Baton Rouge Parish, LA"	"22121"	"36"	"36"	36.02
	"West Baton Rouge Parish, LA"	"22121"	"37"	"37"	37.00
	"West Baton Rouge Parish, LA"	"22121"	"38"	"38"	38.00
	"West Baton Rouge Parish, LA"	"22121"	"39"	"39"	38.99
	"West Baton Rouge Parish, LA"	"22121"	"40"	"40"	39.97
	"West Baton Rouge Parish, LA"	"22121"	"41"	"41"	40.97
	"West Baton Rouge Parish, LA"	"22121"	"42"	"42"	41.98
	"West Baton Rouge Parish, LA"	"22121"	"43"	"43"	42.96
	"West Baton Rouge Parish, LA"	"22121"	"44"	"44"	43.93
	"West Baton Rouge Parish, LA"	"22121"	"45"	"45"	44.89
	"West Baton Rouge Parish, LA"	"22121"	"46"	"46"	45.99
	"West Baton Rouge Parish, LA"	"22121"	"47"	"47"	46.85
	"West Baton Rouge Parish, LA"	"22121"	"48"	"48"	48.19
	"West Baton Rouge Parish, LA"	"22121"	"N/A"	"N/A"	Missing
"Total"	"West Baton Rouge Parish, LA"	"22121"			34.66
	"West Carroll Parish, LA"	"22123"	"26"	"26"	26.32
	"West Carroll Parish, LA"	"22123"	"27"	"27"	27.09
	"West Carroll Parish, LA"	"22123"	"28"	"28"	28.04
	"West Carroll Parish, LA"	"22123"	"29"	"29"	28.98
	"West Carroll Parish, LA"	"22123"	"30"	"30"	30.00
	"West Carroll Parish, LA"	"22123"	"31"	"31"	31.01
	"West Carroll Parish, LA"	"22123"	"32"	"32"	32.01
	"West Carroll Parish, LA"	"22123"	"33"	"33"	33.00
	"West Carroll Parish, LA"	"22123"	"34"	"34"	34.03
	"West Carroll Parish, LA"	"22123"	"35"	"35"	35.01
	"West Carroll Parish, LA"	"22123"	"36"	"36"	36.03
	"West Carroll Parish, LA"	"22123"	"37"	"37"	37.00
	"West Carroll Parish, LA"	"22123"	"38"	"38"	38.00
	"West Carroll Parish, LA"	"22123"	"39"	"39"	38.98
	"West Carroll Parish, LA"	"22123"	"40"	"40"	39.98
	"West Carroll Parish, LA"	"22123"	"41"	"41"	40.97
	"West Carroll Parish, LA"	"22123"	"42"	"42"	42.01
	"West Carroll Parish, LA"	"22123"	"43"	"43"	42.95
	"West Carroll Parish, LA"	"22123"	"44"	"44"	43.97
	"West Carroll Parish, LA"	"22123"	"45"	"45"	44.97
	"West Carroll Parish, LA"	"22123"	"46"	"46"	45.87
	"West Carroll Parish, LA"	"22123"	"47"	"47"	46.75
	"West Carroll Parish, LA"	"22123"	"48"	"48"	47.97
	"West Carroll Parish, LA"	"22123"	"49"	"49"	48.90
	"West Carroll Parish, LA"	"22123"	"N/A"	"N/A"	Missing
"Total"	"West Carroll Parish, LA"	"22123"			34.77
	"West Feliciana Parish, LA"	"22125"	"26"	"26"	26.33
	"West Feliciana Parish, LA"	"22125"	"27"	"27"	27.11
	"West Feliciana Parish, LA"	"22125"	"28"	"28"	28.02
	"West Feliciana Parish, LA"	"22125"	"29"	"29"	28.99
	"West Feliciana Parish, LA"	"22125"	"30"	"30"	30.00
	"West Feliciana Parish, LA"	"22125"	"31"	"31"	31.01
	"West Feliciana Parish, LA"	"22125"	"32"	"32"	32.02
	"West Feliciana Parish, LA"	"22125"	"33"	"33"	33.01
	"West Feliciana Parish, LA"	"22125"	"34"	"34"	34.00
	"West Feliciana Parish, LA"	"22125"	"35"	"35"	35.02
	"West Feliciana Parish, LA"	"22125"	"36"	"36"	36.00
	"West Feliciana Parish, LA"	"22125"	"37"	"37"	36.98
	"West Feliciana Parish, LA"	"22125"	"38"	"38"	37.98
	"West Feliciana Parish, LA"	"22125"	"39"	"39"	39.00
	"West Feliciana Parish, LA"	"22125"	"40"	"40"	40.00
	"West Feliciana Parish, LA"	"22125"	"41"	"41"	41.00
	"West Feliciana Parish, LA"	"22125"	"42"	"42"	41.98
	"West Feliciana Parish, LA"	"22125"	"43"	"43"	42.92
	"West Feliciana Parish, LA"	"22125"	"44"	"44"	43.99
	"West Feliciana Parish, LA"	"22125"	"45"	"45"	44.93
	"West Feliciana Parish, LA"	"22125"	"46"	"46"	45.85
	"West Feliciana Parish, LA"	"22125"	"47"	"47"	46.94
	"West Feliciana Parish, LA"	"22125"	"N/A"	"N/A"	Missing
"Total"	"West Feliciana Parish, LA"	"22125"			34.45
	"Winn Parish, LA"	"22127"	"26"	"26"	26.30
	"Winn Parish, LA"	"22127"	"27"	"27"	27.12
	"Winn Parish, LA"	"22127"	"28"	"28"	28.04
	"Winn Parish, LA"	"22127"	"29"	"29"	29.03
	"Winn Parish, LA"	"22127"	"30"	"30"	29.98
	"Winn Parish, LA"	"22127"	"31"	"31"	31.00
	"Winn Parish, LA"	"22127"	"32"	"32"	31.99
	"Winn Parish, LA"	"22127"	"33"	"33"	33.00
	"Winn Parish, LA"	"22127"	"34"	"34"	34.00
	"Winn Parish, LA"	"22127"	"35"	"35"	35.01
	"Winn Parish, LA"	"22127"	"36"	"36"	36.03
	"Winn Parish, LA"	"22127"	"37"	"37"	37.02
	"Winn Parish, LA"	"22127"	"38"	"38"	37.98
	"Winn Parish, LA"	"22127"	"39"	"39"	39.00
	"Winn Parish, LA"	"22127"	"40"	"40"	39.97
	"Winn Parish, LA"	"22127"	"41"	"41"	41.01
	"Winn Parish, LA"	"22127"	"42"	"42"	41.96
	"Winn Parish, LA"	"22127"	"43"	"43"	42.89
	"Winn Parish, LA"	"22127"	"44"	"44"	43.91
	"Winn Parish, LA"	"22127"	"45"	"45"	44.98
	"Winn Parish, LA"	"22127"	"46"	"46"	45.90
	"Winn Parish, LA"	"22127"	"47"	"47"	46.75
	"Winn Parish, LA"	"22127"	"48"	"48"	47.87
	"Winn Parish, LA"	"22127"	"N/A"	"N/A"	Missing
"Total"	"Winn Parish, LA"	"22127"			34.61
	"Androscoggin County, ME"	"23001"	"27"	"27"	27.31
	"Androscoggin County, ME"	"23001"	"28"	"28"	28.12
	"Androscoggin County, ME"	"23001"	"29"	"29"	28.97
	"Androscoggin County, ME"	"23001"	"30"	"30"	30.00
	"Androscoggin County, ME"	"23001"	"31"	"31"	31.01
	"Androscoggin County, ME"	"23001"	"32"	"32"	32.00
	"Androscoggin County, ME"	"23001"	"33"	"33"	33.01
	"Androscoggin County, ME"	"23001"	"34"	"34"	33.97
	"Androscoggin County, ME"	"23001"	"35"	"35"	35.00
	"Androscoggin County, ME"	"23001"	"36"	"36"	36.16
	"Androscoggin County, ME"	"23001"	"37"	"37"	37.02
	"Androscoggin County, ME"	"23001"	"38"	"38"	37.91
	"Androscoggin County, ME"	"23001"	"39"	"39"	38.95
	"Androscoggin County, ME"	"23001"	"40"	"40"	40.04
	"Androscoggin County, ME"	"23001"	"41"	"41"	41.01
	"Androscoggin County, ME"	"23001"	"45"	"45"	45.35
	"Androscoggin County, ME"	"23001"	"N/A"	"N/A"	Missing
"Total"	"Androscoggin County, ME"	"23001"			31.06
	"Aroostook County, ME"	"23003"	"26"	"26"	26.40
	"Aroostook County, ME"	"23003"	"27"	"27"	27.26
	"Aroostook County, ME"	"23003"	"28"	"28"	28.10
	"Aroostook County, ME"	"23003"	"29"	"29"	28.98
	"Aroostook County, ME"	"23003"	"30"	"30"	29.92
	"Aroostook County, ME"	"23003"	"31"	"31"	30.95
	"Aroostook County, ME"	"23003"	"32"	"32"	32.01
	"Aroostook County, ME"	"23003"	"33"	"33"	32.96
	"Aroostook County, ME"	"23003"	"34"	"34"	34.06
	"Aroostook County, ME"	"23003"	"35"	"35"	34.93
	"Aroostook County, ME"	"23003"	"36"	"36"	35.63
	"Aroostook County, ME"	"23003"	"37"	"37"	37.16
	"Aroostook County, ME"	"23003"	"N/A"	"N/A"	Missing
"Total"	"Aroostook County, ME"	"23003"			29.76
	"Cumberland County, ME"	"23005"	"27"	"27"	27.13
	"Cumberland County, ME"	"23005"	"28"	"28"	28.15
	"Cumberland County, ME"	"23005"	"29"	"29"	29.00
	"Cumberland County, ME"	"23005"	"30"	"30"	29.95
	"Cumberland County, ME"	"23005"	"31"	"31"	30.99
	"Cumberland County, ME"	"23005"	"32"	"32"	31.94
	"Cumberland County, ME"	"23005"	"33"	"33"	33.01
	"Cumberland County, ME"	"23005"	"34"	"34"	33.98
	"Cumberland County, ME"	"23005"	"35"	"35"	34.97
	"Cumberland County, ME"	"23005"	"36"	"36"	35.88
	"Cumberland County, ME"	"23005"	"37"	"37"	36.83
	"Cumberland County, ME"	"23005"	"38"	"38"	37.86
	"Cumberland County, ME"	"23005"	"39"	"39"	38.78
	"Cumberland County, ME"	"23005"	"43"	"43"	43.42
	"Cumberland County, ME"	"23005"	"N/A"	"N/A"	Missing
"Total"	"Cumberland County, ME"	"23005"			31.01
	"Franklin County, ME"	"23007"	"27"	"27"	27.14
	"Franklin County, ME"	"23007"	"28"	"28"	28.13
	"Franklin County, ME"	"23007"	"29"	"29"	29.05
	"Franklin County, ME"	"23007"	"30"	"30"	30.00
	"Franklin County, ME"	"23007"	"31"	"31"	30.98
	"Franklin County, ME"	"23007"	"32"	"32"	31.98
	"Franklin County, ME"	"23007"	"33"	"33"	33.01
	"Franklin County, ME"	"23007"	"34"	"34"	33.76
	"Franklin County, ME"	"23007"	"35"	"35"	35.28
	"Franklin County, ME"	"23007"	"37"	"37"	36.51
	"Franklin County, ME"	"23007"	"N/A"	"N/A"	Missing
"Total"	"Franklin County, ME"	"23007"			30.38
	"Hancock County, ME"	"23009"	"27"	"27"	27.28
	"Hancock County, ME"	"23009"	"28"	"28"	28.06
	"Hancock County, ME"	"23009"	"29"	"29"	29.00
	"Hancock County, ME"	"23009"	"30"	"30"	30.02
	"Hancock County, ME"	"23009"	"31"	"31"	30.99
	"Hancock County, ME"	"23009"	"32"	"32"	31.96
	"Hancock County, ME"	"23009"	"33"	"33"	32.97
	"Hancock County, ME"	"23009"	"34"	"34"	33.87
	"Hancock County, ME"	"23009"	"35"	"35"	34.86
	"Hancock County, ME"	"23009"	"36"	"36"	35.85
	"Hancock County, ME"	"23009"	"37"	"37"	36.65
	"Hancock County, ME"	"23009"	"38"	"38"	37.59
	"Hancock County, ME"	"23009"	"39"	"39"	38.50
	"Hancock County, ME"	"23009"	"42"	"42"	41.55
	"Hancock County, ME"	"23009"	"N/A"	"N/A"	Missing
"Total"	"Hancock County, ME"	"23009"			30.26
	"Kennebec County, ME"	"23011"	"26"	"26"	26.29
	"Kennebec County, ME"	"23011"	"27"	"27"	27.23
	"Kennebec County, ME"	"23011"	"28"	"28"	28.14
	"Kennebec County, ME"	"23011"	"29"	"29"	29.00
	"Kennebec County, ME"	"23011"	"30"	"30"	30.03
	"Kennebec County, ME"	"23011"	"31"	"31"	30.95
	"Kennebec County, ME"	"23011"	"32"	"32"	31.93
	"Kennebec County, ME"	"23011"	"33"	"33"	32.93
	"Kennebec County, ME"	"23011"	"34"	"34"	33.98
	"Kennebec County, ME"	"23011"	"35"	"35"	34.95
	"Kennebec County, ME"	"23011"	"36"	"36"	36.07
	"Kennebec County, ME"	"23011"	"37"	"37"	36.99
	"Kennebec County, ME"	"23011"	"38"	"38"	37.85
	"Kennebec County, ME"	"23011"	"39"	"39"	38.66
	"Kennebec County, ME"	"23011"	"40"	"40"	40.13
	"Kennebec County, ME"	"23011"	"41"	"41"	41.07
	"Kennebec County, ME"	"23011"	"45"	"45"	45.33
	"Kennebec County, ME"	"23011"	"N/A"	"N/A"	Missing
"Total"	"Kennebec County, ME"	"23011"			31.02
	"Knox County, ME"	"23013"	"26"	"26"	26.32
	"Knox County, ME"	"23013"	"27"	"27"	27.18
	"Knox County, ME"	"23013"	"28"	"28"	28.17
	"Knox County, ME"	"23013"	"29"	"29"	29.06
	"Knox County, ME"	"23013"	"30"	"30"	30.04
	"Knox County, ME"	"23013"	"31"	"31"	31.05
	"Knox County, ME"	"23013"	"32"	"32"	31.97
	"Knox County, ME"	"23013"	"33"	"33"	32.95
	"Knox County, ME"	"23013"	"34"	"34"	34.00
	"Knox County, ME"	"23013"	"35"	"35"	35.04
	"Knox County, ME"	"23013"	"36"	"36"	35.86
	"Knox County, ME"	"23013"	"37"	"37"	36.72
	"Knox County, ME"	"23013"	"43"	"43"	42.66
	"Knox County, ME"	"23013"	"N/A"	"N/A"	Missing
"Total"	"Knox County, ME"	"23013"			30.58
	"Lincoln County, ME"	"23015"	"26"	"26"	26.24
	"Lincoln County, ME"	"23015"	"27"	"27"	27.25
	"Lincoln County, ME"	"23015"	"28"	"28"	28.13
	"Lincoln County, ME"	"23015"	"29"	"29"	29.06
	"Lincoln County, ME"	"23015"	"30"	"30"	30.01
	"Lincoln County, ME"	"23015"	"31"	"31"	30.95
	"Lincoln County, ME"	"23015"	"32"	"32"	31.96
	"Lincoln County, ME"	"23015"	"33"	"33"	33.01
	"Lincoln County, ME"	"23015"	"34"	"34"	33.97
	"Lincoln County, ME"	"23015"	"35"	"35"	34.91
	"Lincoln County, ME"	"23015"	"36"	"36"	36.00
	"Lincoln County, ME"	"23015"	"37"	"37"	36.56
	"Lincoln County, ME"	"23015"	"40"	"40"	40.13
	"Lincoln County, ME"	"23015"	"N/A"	"N/A"	Missing
"Total"	"Lincoln County, ME"	"23015"			30.62
	"Oxford County, ME"	"23017"	"27"	"27"	27.23
	"Oxford County, ME"	"23017"	"28"	"28"	28.09
	"Oxford County, ME"	"23017"	"29"	"29"	29.04
	"Oxford County, ME"	"23017"	"30"	"30"	30.02
	"Oxford County, ME"	"23017"	"31"	"31"	30.99
	"Oxford County, ME"	"23017"	"32"	"32"	31.88
	"Oxford County, ME"	"23017"	"33"	"33"	32.98
	"Oxford County, ME"	"23017"	"34"	"34"	33.97
	"Oxford County, ME"	"23017"	"35"	"35"	34.92
	"Oxford County, ME"	"23017"	"36"	"36"	36.04
	"Oxford County, ME"	"23017"	"40"	"40"	39.88
	"Oxford County, ME"	"23017"	"N/A"	"N/A"	Missing
"Total"	"Oxford County, ME"	"23017"			30.68
	"Penobscot County, ME"	"23019"	"26"	"26"	26.44
	"Penobscot County, ME"	"23019"	"27"	"27"	27.25
	"Penobscot County, ME"	"23019"	"28"	"28"	28.12
	"Penobscot County, ME"	"23019"	"29"	"29"	29.01
	"Penobscot County, ME"	"23019"	"30"	"30"	30.00
	"Penobscot County, ME"	"23019"	"31"	"31"	30.91
	"Penobscot County, ME"	"23019"	"32"	"32"	31.88
	"Penobscot County, ME"	"23019"	"33"	"33"	33.08
	"Penobscot County, ME"	"23019"	"34"	"34"	33.98
	"Penobscot County, ME"	"23019"	"35"	"35"	35.03
	"Penobscot County, ME"	"23019"	"36"	"36"	35.93
	"Penobscot County, ME"	"23019"	"37"	"37"	37.06
	"Penobscot County, ME"	"23019"	"38"	"38"	37.87
	"Penobscot County, ME"	"23019"	"39"	"39"	38.94
	"Penobscot County, ME"	"23019"	"41"	"41"	40.68
	"Penobscot County, ME"	"23019"	"N/A"	"N/A"	Missing
"Total"	"Penobscot County, ME"	"23019"			30.47
	"Piscataquis County, ME"	"23021"	"27"	"27"	27.30
	"Piscataquis County, ME"	"23021"	"28"	"28"	28.17
	"Piscataquis County, ME"	"23021"	"29"	"29"	29.03
	"Piscataquis County, ME"	"23021"	"30"	"30"	29.90
	"Piscataquis County, ME"	"23021"	"31"	"31"	31.05
	"Piscataquis County, ME"	"23021"	"32"	"32"	32.02
	"Piscataquis County, ME"	"23021"	"33"	"33"	32.99
	"Piscataquis County, ME"	"23021"	"34"	"34"	34.16
	"Piscataquis County, ME"	"23021"	"35"	"35"	34.82
	"Piscataquis County, ME"	"23021"	"36"	"36"	36.11
	"Piscataquis County, ME"	"23021"	"N/A"	"N/A"	Missing
"Total"	"Piscataquis County, ME"	"23021"			29.98
	"Sagadahoc County, ME"	"23023"	"26"	"26"	26.22
	"Sagadahoc County, ME"	"23023"	"27"	"27"	27.38
	"Sagadahoc County, ME"	"23023"	"28"	"28"	28.13
	"Sagadahoc County, ME"	"23023"	"29"	"29"	29.04
	"Sagadahoc County, ME"	"23023"	"30"	"30"	30.05
	"Sagadahoc County, ME"	"23023"	"31"	"31"	30.94
	"Sagadahoc County, ME"	"23023"	"32"	"32"	31.99
	"Sagadahoc County, ME"	"23023"	"33"	"33"	32.98
	"Sagadahoc County, ME"	"23023"	"34"	"34"	33.95
	"Sagadahoc County, ME"	"23023"	"35"	"35"	35.00
	"Sagadahoc County, ME"	"23023"	"36"	"36"	36.01
	"Sagadahoc County, ME"	"23023"	"37"	"37"	37.07
	"Sagadahoc County, ME"	"23023"	"38"	"38"	38.14
	"Sagadahoc County, ME"	"23023"	"40"	"40"	40.06
	"Sagadahoc County, ME"	"23023"	"45"	"45"	44.57
	"Sagadahoc County, ME"	"23023"	"N/A"	"N/A"	Missing
"Total"	"Sagadahoc County, ME"	"23023"			30.96
	"Somerset County, ME"	"23025"	"27"	"27"	27.20
	"Somerset County, ME"	"23025"	"28"	"28"	28.20
	"Somerset County, ME"	"23025"	"29"	"29"	29.11
	"Somerset County, ME"	"23025"	"30"	"30"	29.97
	"Somerset County, ME"	"23025"	"31"	"31"	30.99
	"Somerset County, ME"	"23025"	"32"	"32"	32.03
	"Somerset County, ME"	"23025"	"33"	"33"	32.94
	"Somerset County, ME"	"23025"	"34"	"34"	34.05
	"Somerset County, ME"	"23025"	"35"	"35"	35.18
	"Somerset County, ME"	"23025"	"37"	"37"	36.69
	"Somerset County, ME"	"23025"	"N/A"	"N/A"	Missing
"Total"	"Somerset County, ME"	"23025"			30.24
	"Waldo County, ME"	"23027"	"26"	"26"	26.11
	"Waldo County, ME"	"23027"	"27"	"27"	27.19
	"Waldo County, ME"	"23027"	"28"	"28"	28.08
	"Waldo County, ME"	"23027"	"29"	"29"	28.97
	"Waldo County, ME"	"23027"	"30"	"30"	30.00
	"Waldo County, ME"	"23027"	"31"	"31"	30.95
	"Waldo County, ME"	"23027"	"32"	"32"	31.95
	"Waldo County, ME"	"23027"	"33"	"33"	33.01
	"Waldo County, ME"	"23027"	"34"	"34"	34.00
	"Waldo County, ME"	"23027"	"35"	"35"	34.96
	"Waldo County, ME"	"23027"	"36"	"36"	35.93
	"Waldo County, ME"	"23027"	"37"	"37"	37.01
	"Waldo County, ME"	"23027"	"38"	"38"	38.08
	"Waldo County, ME"	"23027"	"39"	"39"	39.23
	"Waldo County, ME"	"23027"	"44"	"44"	43.82
	"Waldo County, ME"	"23027"	"N/A"	"N/A"	Missing
"Total"	"Waldo County, ME"	"23027"			30.68
	"Washington County, ME"	"23029"	"26"	"26"	26.44
	"Washington County, ME"	"23029"	"27"	"27"	27.22
	"Washington County, ME"	"23029"	"28"	"28"	28.08
	"Washington County, ME"	"23029"	"29"	"29"	28.97
	"Washington County, ME"	"23029"	"30"	"30"	29.98
	"Washington County, ME"	"23029"	"31"	"31"	30.93
	"Washington County, ME"	"23029"	"32"	"32"	32.03
	"Washington County, ME"	"23029"	"33"	"33"	32.93
	"Washington County, ME"	"23029"	"34"	"34"	34.01
	"Washington County, ME"	"23029"	"35"	"35"	35.17
	"Washington County, ME"	"23029"	"36"	"36"	35.89
	"Washington County, ME"	"23029"	"37"	"37"	37.43
	"Washington County, ME"	"23029"	"41"	"41"	41.40
	"Washington County, ME"	"23029"	"N/A"	"N/A"	Missing
"Total"	"Washington County, ME"	"23029"			30.18
	"York County, ME"	"23031"	"26"	"26"	26.46
	"York County, ME"	"23031"	"27"	"27"	27.14
	"York County, ME"	"23031"	"28"	"28"	28.12
	"York County, ME"	"23031"	"29"	"29"	29.06
	"York County, ME"	"23031"	"30"	"30"	29.96
	"York County, ME"	"23031"	"31"	"31"	31.03
	"York County, ME"	"23031"	"32"	"32"	32.00
	"York County, ME"	"23031"	"33"	"33"	33.01
	"York County, ME"	"23031"	"34"	"34"	33.95
	"York County, ME"	"23031"	"35"	"35"	34.91
	"York County, ME"	"23031"	"36"	"36"	35.98
	"York County, ME"	"23031"	"37"	"37"	37.01
	"York County, ME"	"23031"	"38"	"38"	37.99
	"York County, ME"	"23031"	"39"	"39"	38.89
	"York County, ME"	"23031"	"40"	"40"	39.72
	"York County, ME"	"23031"	"44"	"44"	43.73
	"York County, ME"	"23031"	"N/A"	"N/A"	Missing
"Total"	"York County, ME"	"23031"			31.05
	"Allegany County, MD"	"24001"	"26"	"26"	26.39
	"Allegany County, MD"	"24001"	"27"	"27"	27.21
	"Allegany County, MD"	"24001"	"28"	"28"	28.10
	"Allegany County, MD"	"24001"	"29"	"29"	29.02
	"Allegany County, MD"	"24001"	"30"	"30"	30.02
	"Allegany County, MD"	"24001"	"31"	"31"	30.98
	"Allegany County, MD"	"24001"	"32"	"32"	31.99
	"Allegany County, MD"	"24001"	"33"	"33"	32.93
	"Allegany County, MD"	"24001"	"34"	"34"	33.95
	"Allegany County, MD"	"24001"	"35"	"35"	34.98
	"Allegany County, MD"	"24001"	"36"	"36"	35.97
	"Allegany County, MD"	"24001"	"37"	"37"	36.93
	"Allegany County, MD"	"24001"	"38"	"38"	37.85
	"Allegany County, MD"	"24001"	"39"	"39"	39.08
	"Allegany County, MD"	"24001"	"40"	"40"	39.69
	"Allegany County, MD"	"24001"	"41"	"41"	41.00
	"Allegany County, MD"	"24001"	"44"	"44"	43.93
	"Allegany County, MD"	"24001"	"45"	"45"	44.54
	"Allegany County, MD"	"24001"	"N/A"	"N/A"	Missing
"Total"	"Allegany County, MD"	"24001"			30.76
	"Anne Arundel County, MD"	"24003"	"26"	"26"	26.48
	"Anne Arundel County, MD"	"24003"	"27"	"27"	27.19
	"Anne Arundel County, MD"	"24003"	"28"	"28"	28.10
	"Anne Arundel County, MD"	"24003"	"29"	"29"	29.01
	"Anne Arundel County, MD"	"24003"	"30"	"30"	30.00
	"Anne Arundel County, MD"	"24003"	"31"	"31"	30.99
	"Anne Arundel County, MD"	"24003"	"32"	"32"	32.00
	"Anne Arundel County, MD"	"24003"	"33"	"33"	32.97
	"Anne Arundel County, MD"	"24003"	"34"	"34"	34.00
	"Anne Arundel County, MD"	"24003"	"35"	"35"	34.98
	"Anne Arundel County, MD"	"24003"	"36"	"36"	35.88
	"Anne Arundel County, MD"	"24003"	"37"	"37"	36.94
	"Anne Arundel County, MD"	"24003"	"38"	"38"	37.90
	"Anne Arundel County, MD"	"24003"	"39"	"39"	38.95
	"Anne Arundel County, MD"	"24003"	"40"	"40"	39.96
	"Anne Arundel County, MD"	"24003"	"41"	"41"	40.88
	"Anne Arundel County, MD"	"24003"	"42"	"42"	41.76
	"Anne Arundel County, MD"	"24003"	"44"	"44"	43.57
	"Anne Arundel County, MD"	"24003"	"46"	"46"	45.67
	"Anne Arundel County, MD"	"24003"	"N/A"	"N/A"	Missing
"Total"	"Anne Arundel County, MD"	"24003"			31.33
	"Baltimore County, MD"	"24005"	"26"	"26"	26.40
	"Baltimore County, MD"	"24005"	"27"	"27"	27.16
	"Baltimore County, MD"	"24005"	"28"	"28"	28.06
	"Baltimore County, MD"	"24005"	"29"	"29"	29.00
	"Baltimore County, MD"	"24005"	"30"	"30"	29.99
	"Baltimore County, MD"	"24005"	"31"	"31"	30.97
	"Baltimore County, MD"	"24005"	"32"	"32"	31.97
	"Baltimore County, MD"	"24005"	"33"	"33"	32.98
	"Baltimore County, MD"	"24005"	"34"	"34"	34.02
	"Baltimore County, MD"	"24005"	"35"	"35"	35.01
	"Baltimore County, MD"	"24005"	"36"	"36"	36.05
	"Baltimore County, MD"	"24005"	"37"	"37"	37.01
	"Baltimore County, MD"	"24005"	"38"	"38"	37.95
	"Baltimore County, MD"	"24005"	"39"	"39"	38.97
	"Baltimore County, MD"	"24005"	"40"	"40"	39.93
	"Baltimore County, MD"	"24005"	"41"	"41"	40.95
	"Baltimore County, MD"	"24005"	"42"	"42"	41.95
	"Baltimore County, MD"	"24005"	"43"	"43"	42.83
	"Baltimore County, MD"	"24005"	"44"	"44"	43.75
	"Baltimore County, MD"	"24005"	"46"	"46"	46.27
	"Baltimore County, MD"	"24005"	"48"	"48"	48.00
	"Baltimore County, MD"	"24005"	"N/A"	"N/A"	Missing
"Total"	"Baltimore County, MD"	"24005"			31.61
	"Calvert County, MD"	"24009"	"26"	"26"	26.45
	"Calvert County, MD"	"24009"	"27"	"27"	27.26
	"Calvert County, MD"	"24009"	"28"	"28"	28.10
	"Calvert County, MD"	"24009"	"29"	"29"	29.03
	"Calvert County, MD"	"24009"	"30"	"30"	30.01
	"Calvert County, MD"	"24009"	"31"	"31"	30.99
	"Calvert County, MD"	"24009"	"32"	"32"	31.99
	"Calvert County, MD"	"24009"	"33"	"33"	33.00
	"Calvert County, MD"	"24009"	"34"	"34"	33.99
	"Calvert County, MD"	"24009"	"35"	"35"	34.96
	"Calvert County, MD"	"24009"	"36"	"36"	35.96
	"Calvert County, MD"	"24009"	"37"	"37"	36.91
	"Calvert County, MD"	"24009"	"38"	"38"	38.00
	"Calvert County, MD"	"24009"	"39"	"39"	39.01
	"Calvert County, MD"	"24009"	"40"	"40"	39.87
	"Calvert County, MD"	"24009"	"41"	"41"	40.91
	"Calvert County, MD"	"24009"	"42"	"42"	41.51
	"Calvert County, MD"	"24009"	"44"	"44"	44.44
	"Calvert County, MD"	"24009"	"N/A"	"N/A"	Missing
"Total"	"Calvert County, MD"	"24009"			31.18
	"Caroline County, MD"	"24011"	"26"	"26"	26.42
	"Caroline County, MD"	"24011"	"27"	"27"	27.11
	"Caroline County, MD"	"24011"	"28"	"28"	28.04
	"Caroline County, MD"	"24011"	"29"	"29"	29.00
	"Caroline County, MD"	"24011"	"30"	"30"	29.98
	"Caroline County, MD"	"24011"	"31"	"31"	31.03
	"Caroline County, MD"	"24011"	"32"	"32"	31.97
	"Caroline County, MD"	"24011"	"33"	"33"	33.00
	"Caroline County, MD"	"24011"	"34"	"34"	33.96
	"Caroline County, MD"	"24011"	"35"	"35"	34.96
	"Caroline County, MD"	"24011"	"36"	"36"	35.96
	"Caroline County, MD"	"24011"	"37"	"37"	36.97
	"Caroline County, MD"	"24011"	"38"	"38"	37.90
	"Caroline County, MD"	"24011"	"39"	"39"	38.95
	"Caroline County, MD"	"24011"	"40"	"40"	39.87
	"Caroline County, MD"	"24011"	"41"	"41"	40.87
	"Caroline County, MD"	"24011"	"42"	"42"	42.06
	"Caroline County, MD"	"24011"	"43"	"43"	43.02
	"Caroline County, MD"	"24011"	"44"	"44"	43.95
	"Caroline County, MD"	"24011"	"45"	"45"	44.86
	"Caroline County, MD"	"24011"	"47"	"47"	47.33
	"Caroline County, MD"	"24011"	"48"	"48"	48.40
	"Caroline County, MD"	"24011"	"N/A"	"N/A"	Missing
"Total"	"Caroline County, MD"	"24011"			32.13
	"Carroll County, MD"	"24013"	"26"	"26"	26.42
	"Carroll County, MD"	"24013"	"27"	"27"	27.15
	"Carroll County, MD"	"24013"	"28"	"28"	28.07
	"Carroll County, MD"	"24013"	"29"	"29"	29.00
	"Carroll County, MD"	"24013"	"30"	"30"	30.00
	"Carroll County, MD"	"24013"	"31"	"31"	30.99
	"Carroll County, MD"	"24013"	"32"	"32"	31.97
	"Carroll County, MD"	"24013"	"33"	"33"	33.00
	"Carroll County, MD"	"24013"	"34"	"34"	34.00
	"Carroll County, MD"	"24013"	"35"	"35"	34.95
	"Carroll County, MD"	"24013"	"36"	"36"	35.90
	"Carroll County, MD"	"24013"	"37"	"37"	36.93
	"Carroll County, MD"	"24013"	"38"	"38"	37.90
	"Carroll County, MD"	"24013"	"39"	"39"	38.95
	"Carroll County, MD"	"24013"	"40"	"40"	39.96
	"Carroll County, MD"	"24013"	"41"	"41"	41.00
	"Carroll County, MD"	"24013"	"42"	"42"	41.79
	"Carroll County, MD"	"24013"	"43"	"43"	43.44
	"Carroll County, MD"	"24013"	"46"	"46"	45.52
